,전국,서울,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구,수도권
17.09.11,73.431,63.768,75.319,70.493,65.815,65.705,65.65,66.073,67.745,64.093,64.641,62.631,58.284,65.411,67.558,62.257,61.537,64.256,61.13,66.277,60.562,62.045,66.802,68.752,65.605,62.143,67.035,65.095
17.09.18,73.444,63.819,75.437,70.547,65.831,65.777,65.774,66.15,67.864,64.144,64.724,62.692,58.276,65.432,67.663,62.338,61.537,64.276,61.197,66.376,60.606,62.122,66.834,68.777,65.659,62.209,67.13,65.126
17.09.25,73.463,63.891,75.604,70.666,65.898,65.872,65.89,66.183,68,64.211,64.748,62.799,58.307,65.47,67.789,62.397,61.616,64.306,61.265,66.429,60.699,62.187,66.946,68.809,65.733,62.306,67.234,65.166
17.10.09,73.48,63.958,75.604,70.813,65.921,66.026,66.058,66.213,68.04,64.304,64.768,62.809,58.349,65.482,67.825,62.44,61.623,64.306,61.327,66.582,60.819,62.226,66.963,68.905,65.832,62.436,67.342,65.198
17.10.16,73.505,64.053,75.696,70.975,66.067,66.188,66.192,66.314,68.105,64.367,64.803,62.827,58.395,65.484,67.913,62.539,61.69,64.369,61.375,66.708,60.963,62.337,67.014,68.999,65.959,62.646,67.458,65.245
17.10.23,73.528,64.15,75.696,71.023,66.2,66.362,66.441,66.418,68.134,64.423,64.914,62.843,58.416,65.488,68.083,62.664,61.754,64.427,61.427,66.714,61.092,62.373,67.081,69.046,66.166,62.874,67.598,65.295
17.10.30,73.55,64.241,75.804,71.066,66.269,66.534,66.674,66.54,68.228,64.48,64.994,62.865,58.471,65.555,68.149,62.764,61.805,64.487,61.473,66.875,61.181,62.396,67.113,69.146,66.284,63.054,67.767,65.342
17.11.06,73.579,64.348,75.859,71.222,66.303,66.779,66.874,66.558,68.303,64.598,65.063,63.035,58.496,65.746,68.263,62.94,61.992,64.54,61.486,66.884,61.257,62.437,67.192,69.218,66.403,63.242,67.971,65.394
17.11.13,73.601,64.45,75.906,71.295,66.413,66.935,67.112,66.569,68.321,64.665,65.081,63.08,58.532,65.765,68.427,63.097,62.189,64.593,61.491,67.007,61.419,62.531,67.223,69.328,66.66,63.4,68.013,65.441
17.11.20,73.621,64.55,76.039,71.392,66.487,67.068,67.294,66.589,68.354,64.731,65.154,63.119,58.563,65.792,68.506,63.27,62.451,64.648,61.497,67.203,61.612,62.556,67.285,69.458,66.837,63.546,68.098,65.482
17.11.27,73.64,64.653,76.052,71.461,66.569,67.251,67.506,66.656,68.36,64.766,65.222,63.138,58.605,65.797,68.644,63.364,62.569,64.686,61.539,67.441,61.779,62.659,67.299,69.581,67.034,63.768,68.253,65.527
17.12.04,73.664,64.767,76.099,71.461,66.653,67.49,67.699,66.693,68.425,64.867,65.243,63.286,58.627,65.797,68.709,63.443,62.764,64.715,61.558,67.58,61.866,62.751,67.332,69.807,67.276,64.01,68.332,65.575
17.12.11,73.689,64.876,76.261,71.498,66.763,67.775,67.781,66.785,68.496,64.896,65.25,63.335,58.648,65.797,68.829,63.668,62.978,64.72,61.596,67.74,61.975,62.898,67.37,69.894,67.489,64.23,68.444,65.618
17.12.18,73.711,64.986,76.451,71.552,66.833,67.971,67.97,66.789,68.569,64.93,65.275,63.373,58.657,65.802,68.868,63.796,63.222,64.762,61.634,67.782,62.063,62.939,67.392,70.007,67.748,64.53,68.647,65.663
17.12.25,73.74,65.105,76.451,71.576,66.904,68.189,68.129,66.895,68.653,64.974,65.307,63.409,58.69,65.802,68.885,63.952,63.449,64.802,61.667,67.977,62.194,63.103,67.427,70.125,67.997,64.782,68.826,65.715
2018.01.01,73.766,65.224,76.577,71.576,67.004,68.461,68.221,66.895,68.733,65.165,65.307,63.428,58.702,65.802,68.908,64.103,63.64,64.893,61.672,67.994,62.26,63.231,67.427,70.286,68.234,65.091,69.053,65.765
18.01.08,73.806,65.411,76.764,71.707,67.201,68.838,68.471,66.997,68.795,65.274,65.348,63.586,58.723,65.899,69,64.332,63.913,64.935,61.765,67.994,62.379,63.416,67.592,70.392,68.786,65.455,69.325,65.841
18.01.15,73.843,65.605,76.764,71.795,67.529,69.182,68.846,67.279,68.833,65.353,65.35,63.63,58.736,65.899,69.02,64.498,64.161,65.082,61.875,67.994,62.564,63.611,67.666,70.621,69.149,65.945,69.72,65.921
18.01.22,73.891,65.845,76.867,72.021,67.953,69.61,69.24,67.437,68.9,65.417,65.482,63.733,58.879,65.941,69.192,64.753,64.576,65.173,61.93,68.112,62.914,63.737,67.816,70.862,69.614,66.474,69.92,66.02
18.01.29,73.937,66.032,76.886,72.176,68.117,70.123,69.518,67.625,69.004,65.494,65.514,63.755,58.928,65.992,69.195,65.02,64.706,65.257,61.94,68.112,62.951,63.913,67.864,71.037,70.155,67.056,70.1,66.102
18.02.05,73.993,66.251,76.941,72.262,68.348,70.522,69.884,67.889,69.166,65.563,65.589,63.819,58.998,66.007,69.316,65.159,65.012,65.302,62.012,68.112,63.183,64.093,67.942,71.277,70.593,67.629,70.527,66.202
18.02.19,73.993,66.251,76.941,72.262,68.348,70.522,69.884,67.889,69.166,65.563,65.589,63.819,58.998,66.007,69.316,65.159,65.012,65.302,62.012,68.112,63.183,64.093,67.942,71.277,70.593,67.629,70.527,66.202
18.02.26,74.064,66.538,77.193,72.533,68.887,71.155,70.45,68.161,69.334,65.764,65.63,63.889,59.175,66.255,69.687,65.39,65.228,65.403,62.035,68.151,63.382,64.304,68.005,71.641,71.234,68.031,71.179,66.328
18.03.05,74.117,66.736,77.363,72.616,69.322,71.714,70.829,68.454,69.494,65.973,65.812,64.062,59.211,66.381,69.927,65.439,65.314,65.507,62.167,68.26,63.572,64.617,68.116,71.914,71.436,68.332,71.507,66.424
18.03.12,74.159,66.928,77.493,72.817,69.56,72.034,71.056,68.618,69.695,66.14,65.877,64.148,59.333,66.438,70.181,65.674,65.422,65.65,62.201,68.326,63.781,64.756,68.283,72.186,71.805,68.614,71.806,66.505
18.03.19,74.195,67.082,77.771,72.996,69.741,72.259,71.242,68.831,69.818,66.34,65.901,64.172,59.451,66.506,70.258,65.845,65.5,65.78,62.295,68.326,63.924,64.991,68.383,72.308,72.133,68.775,72.074,66.574
18.03.26,74.229,67.232,77.771,73.035,70.034,72.411,71.395,69.073,69.974,66.536,65.96,64.338,59.498,66.662,70.426,65.889,65.557,65.89,62.403,68.326,64.167,65.069,68.588,72.435,72.387,69.027,72.273,66.642
18.04.02,74.255,67.361,77.771,73.174,70.336,72.493,71.527,69.126,70.006,66.686,66.057,64.368,59.599,66.684,70.507,66.131,65.609,65.974,62.508,68.406,64.325,65.231,68.655,72.561,72.603,69.273,72.437,66.7
18.04.09,74.274,67.468,77.909,73.299,70.378,72.554,71.607,69.301,70.114,66.764,66.065,64.516,59.643,66.772,70.57,66.195,65.639,66.087,62.647,68.43,64.465,65.332,68.814,72.685,72.821,69.417,72.55,66.756
18.04.16,74.283,67.543,78.187,73.349,70.489,72.65,71.681,69.405,70.137,66.858,66.112,64.562,59.676,66.893,70.764,66.32,65.676,66.115,62.663,68.43,64.659,65.481,68.869,72.695,72.951,69.474,72.623,66.788
18.04.23,74.296,67.627,78.235,73.399,70.506,72.736,71.741,69.53,70.235,66.954,66.175,64.585,59.743,66.992,70.882,66.45,65.739,66.239,62.731,68.462,64.828,65.718,68.888,72.727,73.057,69.509,72.691,66.826
18.04.30,74.311,67.703,78.277,73.448,70.645,72.775,71.777,69.63,70.307,67.079,66.266,64.718,59.785,67.057,70.889,66.567,65.78,66.335,62.755,68.464,64.982,65.835,68.968,72.808,73.142,69.561,72.748,66.864
18.05.07,74.318,67.773,78.366,73.497,70.707,72.805,71.794,69.671,70.322,67.176,66.286,64.812,59.813,67.118,71.008,66.661,65.823,66.378,62.818,68.48,65.138,65.991,69.12,72.814,73.262,69.611,72.863,66.894
18.05.14,74.328,67.835,78.515,73.572,70.846,72.836,71.832,69.692,70.362,67.293,66.294,64.969,59.842,67.199,71.147,66.754,65.868,66.403,62.827,68.521,65.266,66.117,69.134,72.812,73.365,69.675,72.87,66.923
18.05.21,74.335,67.896,78.537,73.602,70.963,72.887,71.864,69.715,70.378,67.33,66.338,65.145,59.862,67.324,71.302,66.781,65.907,66.474,62.883,68.567,65.334,66.248,69.194,72.866,73.472,69.705,72.906,66.954
18.05.28,74.348,67.957,78.537,73.68,71.022,72.973,71.841,69.838,70.395,67.405,66.376,65.193,59.893,67.385,71.365,66.869,66,66.501,62.932,68.669,65.44,66.399,69.281,72.881,73.547,69.748,72.941,66.984
18.06.04,74.352,68.035,78.622,73.84,71.111,72.996,71.849,69.878,70.395,67.527,66.502,65.281,59.915,67.559,71.565,66.97,66.056,66.588,63.054,68.771,65.634,66.581,69.454,72.869,73.566,69.788,73.058,67.016
18.06.11,74.368,68.106,78.886,73.935,71.176,73.026,71.872,69.94,70.398,67.62,66.637,65.3,59.935,67.618,71.778,67.125,66.037,66.671,63.21,68.847,65.787,66.753,69.633,72.855,73.646,69.786,73.175,67.053
18.06.18,74.377,68.16,78.886,73.963,71.281,73.077,71.866,70.115,70.418,67.711,66.672,65.316,59.93,67.779,71.901,67.201,66.042,66.707,63.344,68.864,65.904,66.869,69.786,72.855,73.673,69.781,73.263,67.083
